,Actual,Prediticion
16503,630000.0,
7821,599000.0,
20267,1042000.0,
11301,128000.0,
20255,475000.0,
1756,850000.0,[474476.25]
15814,362000.0,
10357,334000.0,
15160,975000.0,
19847,519000.0,
19096,375000.0,
10211,215000.0,
6387,480000.0,[201893.890625]
10050,465000.0,
16554,450000.0,
17522,605000.0,
4248,750000.0,[538855.6875]
5572,362000.0,[1616351.625]
16377,1200000.0,
19587,739000.0,
16874,649800.0,
8740,830000.0,
18366,975000.0,
7210,615000.0,
18689,464050.0,
19577,269950.0,
8016,368500.0,
20231,500000.0,
10810,175000.0,
21257,424950.0,
15981,230000.0,
14137,295000.0,
6579,254000.0,
19413,215000.0,
6672,710000.0,
4246,425000.0,[521295.9375]
2421,525000.0,[368398.46875]
12965,672000.0,
4495,150000.0,[907417.8125]
9614,215000.0,
11970,484000.0,
5059,1525000.0,[404836.375]
21511,480000.0,
17386,780000.0,
9421,329922.0,
1910,400000.0,[545033.5625]
7672,415000.0,
9333,1335000.0,
20,385000.0,[212991.96875]
2762,555000.0,[296032.1875]
10160,660000.0,
10779,602000.0,
16251,215000.0,
5193,678500.0,[542946.9375]
21217,391000.0,
3327,318500.0,[756674.3125]
8507,400000.0,
6200,402000.0,[341134.25]
7709,620000.0,
1588,443500.0,[565199.0]
3055,800000.0,[437540.71875]
691,1484900.0,[464167.625]
17894,619400.0,
15038,1295000.0,
6909,355000.0,
3704,385100.0,[376715.4375]
11193,260000.0,
11919,466800.0,
6062,240000.0,[468792.875]
6129,590000.0,[446353.84375]
10453,577000.0,
5172,200500.0,[505946.3125]
1380,505000.0,[445955.1875]
14755,229950.0,
5770,375000.0,[296565.59375]
6842,675000.0,
2067,632500.0,[260565.96875]
18141,317950.0,
16318,274950.0,
8917,460000.0,
1138,219000.0,[242426.59375]
18759,554000.0,
6167,460000.0,[306499.21875]
7144,419900.0,
1066,140000.0,[500151.03125]
2239,205000.0,[363701.625]
18467,300000.0,
15623,375000.0,
10092,365000.0,
19891,215000.0,
21027,535000.0,
2427,473000.0,[256434.78125]
17159,505000.0,
1854,439500.0,[310748.75]
1505,230000.0,[261311.171875]
5153,395000.0,[3896109.5]
13,400000.0,[456538.25]
7158,390000.0,
8726,614000.0,
5683,335000.0,[757644.875]
18654,280000.0,
7936,520000.0,
18297,549900.0,
7414,663500.0,
13989,410000.0,
5564,258000.0,[490239.4375]
21276,378950.0,
6061,199000.0,[440732.1875]
21223,561000.0,
20773,345000.0,
2332,315000.0,[441836.9375]
11863,498688.0,
21122,450000.0,
11003,300000.0,
9060,706000.0,
93,430000.0,[603860.1875]
16838,126500.0,
6046,245000.0,[743892.125]
17278,435000.0,
5455,719000.0,[511165.8125]
5668,355425.0,[197874.34375]
14391,430000.0,
15412,305000.0,
4478,294000.0,[435448.25]
9919,337900.0,
4815,310000.0,[873236.75]
1365,372000.0,[648619.6875]
12817,242500.0,
703,485000.0,[229344.109375]
3441,699000.0,[433800.21875]
20314,255000.0,
1465,765000.0,[305466.4375]
2213,398000.0,[587040.3125]
7944,750000.0,
7058,647000.0,
8986,450000.0,
17054,314000.0,
9183,305000.0,
16241,646000.0,
6173,197000.0,[641209.625]
10988,299990.0,
15596,330000.0,
10374,443000.0,
10675,257700.0,
8027,480000.0,
12076,595000.0,
4693,173250.0,[735503.5625]
2733,278500.0,[944267.0]
20252,1300000.0,
2534,358000.0,[427046.9375]
12007,250000.0,
8011,375000.0,
15502,349950.0,
20349,659950.0,
7880,150000.0,
1502,300000.0,[466577.1875]
2688,415000.0,[428581.1875]
11088,195000.0,
4671,668500.0,[433680.53125]
19164,244000.0,
4497,444900.0,[343744.625]
20618,610000.0,
15234,450000.0,
674,385000.0,[347344.9375]
9465,352000.0,
11847,494500.0,
14306,392800.0,
18179,510000.0,
1560,610000.0,[810667.1875]
9782,265000.0,
21598,541800.0,
15797,277500.0,
18775,813000.0,
4049,925000.0,[1623775.75]
7083,622500.0,
3788,816000.0,[604734.875]
17267,450000.0,
18207,660000.0,
3404,726000.0,[501312.875]
21243,630000.0,
1480,640000.0,[696964.6875]
12780,199950.0,
19441,490000.0,
8327,516000.0,
15482,3200000.0,
4785,429000.0,[1038520.875]
19163,434000.0,
4896,487275.0,[507214.9375]
14229,290000.0,
1968,490000.0,[803332.0]
4420,374950.0,[931656.1875]
13448,1045000.0,
14644,418900.0,
21214,615000.0,
12971,250000.0,
7028,567000.0,
16020,1280000.0,
19772,540000.0,
5633,343000.0,[375100.375]
18241,510000.0,
12729,559950.0,
18562,572000.0,
20609,680000.0,
19731,442000.0,
5589,1880000.0,[1773880.75]
8499,336500.0,
19408,470000.0,
4993,650000.0,[385318.78125]
2967,196000.0,[315369.0]
14301,355000.0,
5375,244000.0,[377299.40625]
801,1216000.0,[485717.5625]
14194,822000.0,
21297,492500.0,
18773,322500.0,
11744,400000.0,
1533,935000.0,[565947.0625]
13907,925000.0,
1762,530000.0,[438254.25]
3177,450000.0,[512881.25]
4929,653000.0,[1511739.875]
19982,495000.0,
9802,510000.0,
6492,280000.0,
9013,685000.0,
15165,507000.0,
1000,700000.0,[399243.1875]
18066,589000.0,
1250,317000.0,[444799.6875]
7223,650000.0,
3916,711777.0,[313668.875]
1655,365000.0,[461904.0625]
7351,340000.0,
20465,650000.0,
4560,325000.0,[302878.96875]
6258,668000.0,[644059.6875]
20053,555000.0,
12186,2135000.0,
12084,338000.0,
14509,295000.0,
7473,325000.0,
14675,390000.0,
16602,455000.0,
16538,155000.0,
9738,518000.0,
12678,335000.0,
18653,465000.0,
1041,550000.0,[542089.4375]
14463,930000.0,
551,1450000.0,[629507.875]
1210,585000.0,[590334.875]
2167,306000.0,[298798.5]
19796,509900.0,
17776,990000.0,
4960,1000000.0,[3551238.75]
19805,455000.0,
15632,2271150.0,
15789,650000.0,
14450,345000.0,
15579,565000.0,
17784,253500.0,
2478,275000.0,[598319.3125]
3240,210000.0,[464316.875]
9857,494000.0,
16198,81000.0,
12281,471000.0,
11938,309000.0,
13202,198900.0,
8809,235000.0,
15821,525000.0,
5391,345000.0,[216254.90625]
13572,409950.0,
2761,860000.0,[417178.5]
19515,267000.0,
15386,840500.0,
10873,291000.0,
15722,1675000.0,
3042,362000.0,[211798.25]
3259,580000.0,[683057.4375]
20486,680000.0,
19108,980000.0,
12104,1430000.0,
14511,435000.0,
16593,875000.0,
13033,395000.0,
12969,225000.0,
14512,508000.0,
14936,335000.0,
16443,800000.0,
16322,620000.0,
21486,1459000.0,
2102,279000.0,[489943.8125]
3633,406500.0,[270677.75]
6604,600000.0,
3118,415000.0,[450851.0625]
290,389999.0,[543535.8125]
9052,1205000.0,
15912,1425000.0,
20289,365250.0,
17090,354000.0,
20012,412000.0,
4400,575000.0,[1566827.875]
6017,249900.0,[491267.84375]
2157,550000.0,[596331.4375]
11162,420000.0,
354,252000.0,[342110.5]
14890,530000.0,
10945,294000.0,
5936,1476000.0,[300390.5625]
8081,280400.0,
5600,1691000.0,[393837.75]
11485,855000.0,
18429,295000.0,
7042,213000.0,
15371,658000.0,
15599,687000.0,
7553,310000.0,
11595,402000.0,
16349,743700.0,
14097,424000.0,
6125,650000.0,[432019.875]
13108,287200.0,
719,267000.0,[470695.6875]
5977,306000.0,[1139687.5]
15109,397950.0,
15878,265000.0,
18539,562000.0,
4475,670000.0,[359699.5]
4094,660000.0,[497386.0]
19062,324950.0,
17489,339900.0,
9559,453000.0,
12800,320000.0,
7024,802500.0,
14202,280000.0,
13066,549000.0,
21504,810000.0,
4745,353000.0,[793776.3125]
9940,635000.0,
2134,239900.0,[243960.75]
6404,225500.0,[477918.78125]
14642,835000.0,
2531,340000.0,[277112.625]
3881,215000.0,[666410.375]
8818,568000.0,
7426,1393000.0,
3004,441000.0,[579496.9375]
10559,516000.0,
11461,275000.0,
4722,440000.0,[228853.75]
1517,610000.0,[406329.1875]
9718,638000.0,
10301,335620.0,
11417,751000.0,
5634,558000.0,[415586.625]
5474,280000.0,[396072.6875]
17910,600000.0,
21083,439990.0,
11010,522000.0,
17625,531000.0,
3864,790000.0,[710221.0625]
20330,399895.0,
1318,234975.0,[1036861.5625]
5165,300000.0,[782630.5]
5145,529888.0,[730979.4375]
10686,410000.0,
2399,1544500.0,[477735.09375]
5511,140000.0,[432526.1875]
19426,349000.0,
2158,665000.0,[257728.171875]
10808,625000.0,
450,1450000.0,[290924.46875]
4163,240000.0,[694663.3125]
5857,172000.0,[464320.3125]
15394,635000.0,
17094,840000.0,
12518,348450.0,
8432,235000.0,
20482,349900.0,
8541,880000.0,
10213,649000.0,
112,272500.0,[296252.71875]
4376,350000.0,[360044.03125]
19486,299500.0,
11681,205000.0,
16714,85000.0,
12931,430000.0,
13073,469000.0,
13723,440000.0,
8692,1485000.0,
6789,310000.0,
19269,555000.0,
1316,595000.0,[751535.875]
17037,269950.0,
10752,200000.0,
6004,725000.0,[1635699.125]
6748,175000.0,
10546,209000.0,
16645,367000.0,
18492,672600.0,
16594,1310000.0,
15909,431500.0,
2108,870000.0,[739474.5]
11905,354000.0,
8207,442500.0,
20827,386000.0,
13536,310000.0,
12774,290000.0,
12236,1305000.0,
545,910000.0,[388005.125]
15337,235000.0,
10867,750000.0,
9628,920000.0,
16008,215000.0,
17638,858450.0,
7866,615000.0,
20763,462000.0,
17160,429900.0,
967,582800.0,[608359.5625]
12235,820000.0,
20296,950000.0,
19920,411605.0,
3326,569000.0,[285391.75]
11320,460000.0,
14835,300523.0,
11347,535000.0,
16830,546200.0,
4746,260000.0,[422783.4375]
19390,620000.0,
12003,435000.0,
11476,265000.0,
970,532500.0,[335252.75]
14003,279900.0,
15368,530000.0,
9431,310000.0,
13560,290000.0,
8004,335000.0,
20414,585000.0,
18913,224000.0,
19718,495000.0,
2385,269950.0,[741876.6875]
10759,555000.0,
13884,699000.0,
10415,439950.0,
8887,815241.0,
11841,240000.0,
11376,438600.0,
6554,450000.0,
21197,477000.0,
16147,540000.0,
2725,298500.0,[214379.5625]
16772,560000.0,
13680,280000.0,
8916,740000.0,
14677,470000.0,
3580,521000.0,[647176.4375]
15274,605000.0,
14111,468000.0,
6465,1289000.0,[157369.46875]
10116,940000.0,
12979,485000.0,
2925,699000.0,[585757.25]
17184,564450.0,
20279,415000.0,
6516,327000.0,
4767,600000.0,[208716.25]
14289,400000.0,
19951,345000.0,
18678,390000.0,
538,249000.0,[558362.4375]
833,662500.0,[420103.125]
16034,782500.0,
12008,370000.0,
4415,911000.0,[501753.625]
21309,669000.0,
10871,575000.0,
10273,208000.0,
10518,150000.0,
5849,254000.0,[290379.90625]
4566,203000.0,[300160.75]
18666,690000.0,
11434,250000.0,
15676,346000.0,
8777,540000.0,
10454,350000.0,
12036,365000.0,
13214,402000.0,
3513,338500.0,[510264.8125]
17874,334200.0,
17923,559000.0,
18155,376000.0,
19458,190000.0,
15786,400000.0,
12442,280000.0,
2346,520000.0,[510117.34375]
2557,649000.0,[286529.09375]
18358,418000.0,
7182,568000.0,
5279,368000.0,[1281188.0]
18170,415000.0,
21039,459000.0,
16988,295000.0,
2403,453000.0,[531624.8125]
4572,549900.0,[176139.015625]
11619,324000.0,
17272,350000.0,
4759,800866.0,[692390.875]
11860,432000.0,
11652,629000.0,
21115,425000.0,
19384,133400.0,
12428,430000.0,
20803,536000.0,
15250,439800.0,
4827,318000.0,[546859.375]
11610,625000.0,
9047,222000.0,
6640,350000.0,
12225,1462500.0,
21328,999000.0,
3893,308000.0,[377244.125]
9511,267500.0,
4227,755000.0,[537659.9375]
8455,315000.0,
371,315000.0,[327074.375]
18398,315000.0,
6875,425000.0,
10370,429000.0,
4182,489200.0,[377830.1875]
5621,110000.0,[642828.5625]
6968,299000.0,
3837,395000.0,[292619.6875]
10552,385000.0,
3920,575000.0,[633603.0625]
12734,335000.0,
2188,360000.0,[603619.75]
19352,390000.0,
20736,259950.0,
5289,303000.0,[463373.0625]
17207,625000.0,
11755,250000.0,
624,325000.0,[729552.625]
5530,260000.0,[590734.8125]
3822,549950.0,[618376.1875]
10204,654950.0,
330,880000.0,[328352.40625]
21595,520000.0,
2624,677100.0,[431282.4375]
4222,356000.0,[517406.40625]
15940,200500.0,
391,490000.0,[413004.5]
7619,377000.0,
14545,1225000.0,
18128,375000.0,
6368,445800.0,[1009113.4375]
1947,930000.0,[460927.6875]
6597,425000.0,
11935,260250.0,
15144,147400.0,
8894,204000.0,
10636,435000.0,
11583,306500.0,
15771,750000.0,
7264,245100.0,
21259,440000.0,
17706,179950.0,
6466,455000.0,[378616.53125]
12560,445000.0,
319,268750.0,[659167.3125]
16682,433000.0,
15131,135000.0,
21403,830000.0,
19109,359500.0,
17473,710000.0,
9397,420000.0,
15146,245000.0,
6524,254000.0,
3143,589000.0,[310515.75]
15159,310000.0,
2526,535000.0,[562408.625]
17500,115000.0,
18224,459800.0,
2786,669000.0,[256543.734375]
20040,415000.0,
12850,725000.0,
12351,1000000.0,
18846,475000.0,
227,264950.0,[2511550.25]
326,274975.0,[372605.0625]
16898,760000.0,
7268,195000.0,
14416,510000.0,
8900,452000.0,
12664,278000.0,
5644,535000.0,[383009.0625]
12347,675000.0,
11533,589000.0,
16382,490000.0,
10700,274900.0,
6958,196500.0,
14475,488000.0,
15240,370000.0,
7746,310000.0,
15130,725126.0,
14904,561000.0,
3961,665000.0,[333312.1875]
5235,450000.0,[531356.6875]
18373,655000.0,
20599,376000.0,
12683,705000.0,
2106,280000.0,[473154.8125]
533,160000.0,[481627.3125]
18167,417000.0,
12724,130000.0,
11530,560000.0,
17814,334500.0,
19156,858000.0,
3291,363000.0,[693086.1875]
14035,550000.0,
20917,575000.0,
10542,184500.0,
2511,342000.0,[320109.25]
8454,366000.0,
8484,240000.0,
13518,390000.0,
18987,280000.0,
5771,842000.0,[306459.0]
16796,278000.0,
3708,1350000.0,[429279.59375]
2408,1015000.0,[455293.6875]
6592,814000.0,
1478,235000.0,[1202735.875]
18816,208000.0,
14863,240000.0,
15118,1600000.0,
19832,449950.0,
19047,340500.0,
5916,170000.0,[452379.125]
1451,302000.0,[2182740.75]
15665,585000.0,
18923,1190000.0,
9079,413565.0,
722,1578000.0,[545367.0625]
2404,655000.0,[288078.84375]
21556,553000.0,
9590,270000.0,
17453,630000.0,
10361,375000.0,
18875,1945000.0,
755,316500.0,[485733.625]
16406,445000.0,
481,328500.0,[399252.21875]
14604,925000.0,
14090,270000.0,
12659,158000.0,
5992,241000.0,[673981.1875]
5717,405000.0,[877760.875]
1410,685000.0,[400900.9375]
20496,847093.0,
18064,210000.0,
11532,610000.0,
9225,585000.0,
20305,849990.0,
8287,382000.0,
5577,158550.0,[665441.4375]
10491,435000.0,
15858,510250.0,
14989,840000.0,
4250,1011000.0,[443454.3125]
18236,315000.0,
18149,627000.0,
17039,670500.0,
9635,323800.0,
12065,661000.0,
6711,750000.0,
15948,555000.0,
7777,585000.0,
2656,350000.0,[585785.8125]
1163,482500.0,[348954.6875]
7421,485000.0,
767,260000.0,[964587.8125]
14379,765000.0,
3011,449000.0,[511213.3125]
6543,557500.0,
18158,700000.0,
8212,453000.0,
19299,174900.0,
14325,365000.0,
10388,645500.0,
12533,575000.0,
2639,395000.0,[427460.8125]
16921,353000.0,
5137,447000.0,[367853.5625]
12163,310000.0,
11474,370350.0,
13564,299000.0,
1757,550000.0,[512208.09375]
17027,445000.0,
21167,215000.0,
721,565000.0,[1765172.5]
12100,1595000.0,
18890,1050000.0,
16533,651000.0,
5724,185000.0,[267521.9375]
13702,230000.0,
10320,365000.0,
9197,405000.0,
15330,520000.0,
12719,345500.0,
7227,520000.0,
5904,416500.0,[391712.1875]
10821,795000.0,
19703,319900.0,
2090,502000.0,[682559.1875]
16353,201000.0,
15338,325000.0,
18289,405000.0,
10625,396800.0,
13783,185000.0,
19255,1225000.0,
10747,194000.0,
9632,400000.0,
10267,270000.0,
16998,413000.0,
8375,1250000.0,
18828,1675000.0,
18339,372000.0,
19215,2000000.0,
14722,240000.0,
7494,841000.0,
16985,414950.0,
205,840000.0,[617852.5]
2701,220000.0,[921745.0625]
3445,955500.0,[343867.875]
16407,333000.0,
18299,452000.0,
20834,414000.0,
5932,377500.0,[576824.625]
7219,449999.0,
20875,639983.0,
6019,600000.0,[403630.4375]
8087,154200.0,
20010,2700000.0,
3725,570000.0,[432585.75]
4733,925000.0,[444490.90625]
7853,420000.0,
21181,725000.0,
10272,125000.0,
2991,313500.0,[832644.25]
10938,481000.0,
19857,435000.0,
11059,1000000.0,
8346,325000.0,
19271,550000.0,
8092,4668000.0,
18374,290000.0,
12980,310000.0,
4205,550000.0,[390346.25]
18370,343000.0,
7693,389000.0,
17175,560000.0,
4637,316750.0,[696469.9375]
2692,285750.0,[265951.375]
17216,207500.0,
10134,546500.0,
1065,550000.0,[260980.625]
8847,485000.0,
3248,308000.0,[393158.0]
4794,259000.0,[384104.125]
4091,937500.0,[304797.40625]
19018,225000.0,
9942,503000.0,
10063,390000.0,
4665,560200.0,[316888.4375]
20721,507950.0,
13595,208950.0,
751,950000.0,[475561.5]
18355,403000.0,
14566,320000.0,
137,452000.0,[381126.0]
5752,565000.0,[1165861.375]
7203,995000.0,
2272,183000.0,[234358.71875]
19380,211000.0,
18420,465000.0,
9652,575000.0,
5897,360000.0,[248718.8125]
17433,445000.0,
5994,286000.0,[521629.90625]
6571,600000.0,
4556,245000.0,[610050.3125]
12045,585000.0,
13839,285000.0,
18907,676000.0,
945,419000.0,[191307.125]
7680,345000.0,
20595,392000.0,
8354,410000.0,
9104,429000.0,
15870,640000.0,
3101,190000.0,[333992.6875]
14734,989900.0,
19294,190000.0,
6078,438900.0,[474487.59375]
3529,865000.0,[717336.9375]
4624,399950.0,[945869.875]
2654,900000.0,[355220.4375]
1010,460000.0,[406371.25]
12594,205000.0,
15314,678000.0,
15735,234950.0,
12952,440000.0,
3798,680000.0,[439212.84375]
1868,411800.0,[540622.8125]
21015,338500.0,
11556,357000.0,
12750,344500.0,
17007,409000.0,
1276,747500.0,[296462.46875]
12431,595000.0,
18657,237950.0,
1079,325000.0,[320424.65625]
2966,650000.0,[199704.1875]
18041,625000.0,
13159,252500.0,
15356,350000.0,
14865,1520000.0,
6985,217000.0,
19402,850000.0,
8575,498000.0,
13256,2546000.0,
20428,844000.0,
3777,1650000.0,[331677.25]
20576,479950.0,
12696,1100000.0,
4690,540000.0,[428439.625]
14813,554000.0,
15637,740000.0,
15753,525000.0,
9136,304000.0,
19711,645000.0,
11112,388000.0,
582,730000.0,[671554.4375]
21518,475000.0,
18159,315000.0,
11022,467500.0,
3117,336000.0,[393138.8125]
16646,440500.0,
8846,347000.0,
19994,260000.0,
8036,258305.0,
1587,453500.0,[459528.03125]
3611,419000.0,[327801.96875]
5225,299000.0,[541675.4375]
4204,373000.0,[294323.375]
14038,202950.0,
17423,565000.0,
3637,803000.0,[510871.65625]
7388,350000.0,
8465,324950.0,
15021,447000.0,
16905,520000.0,
14395,425000.0,
737,605000.0,[1388744.625]
16042,485000.0,
6053,762500.0,[418043.4375]
11627,425000.0,
7366,1150000.0,
19406,260000.0,
21074,375000.0,
16210,565000.0,
12810,302000.0,
10498,780000.0,
3643,712500.0,[449374.90625]
2875,600000.0,[1227042.625]
14005,399950.0,
14326,412500.0,
13340,510000.0,
5494,736000.0,[2224398.75]
13897,223000.0,
8344,452000.0,
18087,883000.0,
16857,380000.0,
18231,230000.0,
17966,320000.0,
7705,760000.0,
11268,1400000.0,
9181,698000.0,
14649,295000.0,
15523,265000.0,
16308,248500.0,
8864,281000.0,
7950,401500.0,
10680,306888.0,
15809,545000.0,
18582,450000.0,
7905,371000.0,
21500,443000.0,
20462,345000.0,
5686,203000.0,[385045.375]
19241,580000.0,
14931,337000.0,
21527,535000.0,
12231,887500.0,
21523,579950.0,
19926,409950.0,
6079,1280000.0,[418279.9375]
443,350000.0,[492333.53125]
14819,373500.0,
2257,265000.0,[945654.9375]
271,436000.0,[1323354.625]
6474,653000.0,[443823.21875]
1759,535000.0,[332622.84375]
10965,283000.0,
18980,950000.0,
2328,283000.0,[324150.0]
11453,354000.0,
9249,1115000.0,
18050,800000.0,
12999,330000.0,
4699,1195000.0,[1024015.25]
20542,850000.0,
18336,285000.0,
508,615000.0,[377061.0]
11695,1400000.0,
2947,225000.0,[797440.3125]
16457,810000.0,
1862,765000.0,[1160644.625]
2251,330000.0,[205494.96875]
3558,461000.0,[244275.46875]
11894,672500.0,
11944,1030000.0,
12854,1300000.0,
15710,326000.0,
10244,1355000.0,
10800,825000.0,
6463,188000.0,[804475.0625]
12820,598780.0,
20110,436000.0,
20262,550000.0,
7121,500000.0,
13319,750000.0,
5488,985000.0,[535988.4375]
10676,278000.0,
573,650000.0,[538020.6875]
10740,385000.0,
16546,227000.0,
11998,1400000.0,
11534,192500.0,
2473,1865000.0,[209024.65625]
11046,580000.0,
9693,555000.0,
2363,230000.0,[522437.1875]
12715,425000.0,
1686,470000.0,[388318.875]
21574,610950.0,
13495,565000.0,
15403,380000.0,
20058,325000.0,
19160,512500.0,
19144,235000.0,
16101,637000.0,
9740,259500.0,
19611,540000.0,
19728,489000.0,
19876,995500.0,
21571,608500.0,
13034,259250.0,
12727,642860.0,
12365,1550000.0,
6615,225000.0,
7570,395000.0,
1564,610000.0,[546012.625]
7807,485000.0,
16172,598000.0,
17887,255000.0,
6283,675000.0,[446126.9375]
2026,235000.0,[725042.3125]
20541,312500.0,
12938,453000.0,
18354,545000.0,
17228,299900.0,
12154,700000.0,
16238,387990.0,
17265,545000.0,
19227,263000.0,
19870,665000.0,
10333,344200.0,
9451,500000.0,
8273,546500.0,
9579,545000.0,
2426,335000.0,[1104722.5]
7282,600000.0,
4235,700000.0,[493275.8125]
4213,480680.0,[728731.4375]
9422,1249000.0,
5131,528000.0,[303334.125]
10021,465000.0,
4600,495000.0,[361369.65625]
1863,625000.0,[561546.25]
19340,770126.0,
1175,505000.0,[605221.4375]
10719,392500.0,
19909,598950.0,
18195,605000.0,
250,260000.0,[434031.8125]
1396,1062500.0,[793108.5]
10528,470000.0,
21304,799950.0,
5714,565000.0,[254819.03125]
9235,250000.0,
631,565000.0,[636055.3125]
10784,710000.0,
12063,440000.0,
5817,775000.0,[217528.46875]
5420,215000.0,[332817.46875]
14374,600000.0,
11667,675000.0,
9420,246000.0,
12429,1169000.0,
6198,219000.0,[1113581.125]
17112,515000.0,
19329,242000.0,
2275,610000.0,[431169.65625]
2667,558000.0,[1127881.875]
13201,419000.0,
13129,516000.0,
185,1095000.0,[305294.125]
14195,473600.0,
4622,626500.0,[536122.9375]
2372,254000.0,[857220.0625]
15939,237000.0,
14624,438000.0,
10750,699950.0,
4884,330000.0,[415597.0]
9296,587750.0,
20225,895900.0,
14845,289000.0,
16207,865000.0,
17335,580000.0,
10104,511000.0,
11974,750000.0,
10806,429000.0,
9710,1220000.0,
13395,230000.0,
15992,509000.0,
9289,432500.0,
3016,746000.0,[374707.5]
19157,435500.0,
16966,720000.0,
17229,299000.0,
20923,1149000.0,
10259,305000.0,
11705,310000.0,
212,592500.0,[491707.84375]
17941,1320000.0,
19284,300000.0,
1604,249950.0,[769195.1875]
20569,1299890.0,
6459,377000.0,[325027.34375]
19952,443000.0,
9671,905000.0,
4838,248000.0,[196417.484375]
992,645000.0,[751290.6875]
15848,1520000.0,
8010,261000.0,
14921,335000.0,
15839,500000.0,
3430,414000.0,[548714.875]
11175,272000.0,
6670,1515000.0,
10371,581000.0,
1471,1328000.0,[385175.78125]
19808,364000.0,
3429,475000.0,[1615091.5]
14179,525000.0,
8764,1200000.0,
5619,874000.0,[449232.3125]
10993,326000.0,
16355,295000.0,
17890,440000.0,
18641,430000.0,
6380,356000.0,[452823.1875]
9539,500000.0,
9322,2575000.0,
14976,361280.0,
18049,314000.0,
6480,217000.0,[387697.375]
2584,387000.0,[321745.875]
8093,627000.0,
10133,219000.0,
19055,1225000.0,
19995,279000.0,
15352,1035000.0,
13900,772000.0,
17770,590000.0,
16658,570000.0,
10451,482000.0,
4224,271500.0,[334727.1875]
15349,835000.0,
16070,814842.0,
14695,380950.0,
16119,393500.0,
15350,900000.0,
3253,439000.0,[390398.21875]
11929,571000.0,
8834,235000.0,
15171,370000.0,
8690,404000.0,
3764,367777.0,[532569.375]
15010,970000.0,
4954,474900.0,[346828.75]
5988,524950.0,[668654.1875]
4028,777000.0,[1412582.875]
10354,395000.0,
18221,270000.0,
18410,685000.0,
9868,290000.0,
5713,263000.0,[512629.21875]
815,379000.0,[1086854.0]
5240,1038000.0,[292778.125]
18755,630500.0,
10167,775000.0,
6563,573000.0,
13167,530000.0,
5682,286000.0,[615074.5]
8213,190000.0,
16044,600000.0,
1528,555000.0,[663706.3125]
5595,536000.0,[463330.4375]
10845,360000.0,
1801,615000.0,[326401.125]
7949,332000.0,
3658,335000.0,[487968.71875]
14807,410000.0,
12764,450000.0,
14012,515000.0,
12313,624000.0,
17100,435000.0,
17696,709000.0,
9575,460000.0,
17583,269500.0,
12872,3100000.0,
4573,760000.0,[356951.0]
12158,452000.0,
20160,334500.0,
12589,587000.0,
12815,310000.0,
3496,697000.0,[726577.4375]
6761,269950.0,
13548,1475000.0,
3640,219000.0,[770640.1875]
13461,565000.0,
2085,3850000.0,[620945.1875]
11228,310000.0,
15597,624000.0,
20613,220000.0,
8498,380000.0,
4314,688000.0,[634185.1875]
16800,210000.0,
19070,250000.0,
1996,194000.0,[912130.25]
20410,271115.0,
6085,1000000.0,[282060.28125]
11985,437000.0,
12316,440000.0,
3692,188200.0,[401810.8125]
20663,306000.0,
21314,458000.0,
11319,729000.0,
9233,733000.0,
10826,458000.0,
19859,1100000.0,
15265,345000.0,
13716,180000.0,
12897,663000.0,
14662,850000.0,
1423,1400000.0,[871492.875]
9684,1140000.0,
840,282000.0,[318949.3125]
20938,465000.0,
500,650000.0,[426125.25]
20962,110000.0,
17377,334000.0,
11563,380000.0,
13569,479950.0,
19793,729999.0,
3127,176500.0,[318176.71875]
18104,361000.0,
843,330000.0,[512752.1875]
1659,342000.0,[647222.25]
15509,269500.0,
8149,270000.0,
17851,480000.0,
1071,360000.0,[458846.875]
12875,310000.0,
6424,257950.0,[604824.1875]
16555,249900.0,
18131,475000.0,
7681,1125000.0,
13419,1550000.0,
14698,653000.0,
20810,383000.0,
20361,609500.0,
16561,185000.0,
9022,479950.0,
6033,500000.0,[505397.53125]
6311,367500.0,[197538.75]
7035,3800000.0,
1568,789500.0,[474183.84375]
698,225000.0,[781382.9375]
3771,449900.0,[712743.5625]
7710,1000000.0,
13883,360000.0,
6712,235000.0,
14560,330000.0,
15416,387000.0,
20404,729000.0,
10341,785000.0,
16148,570000.0,
1268,302495.0,[507032.0625]
8483,799990.0,
8392,652500.0,
2739,613000.0,[569039.5625]
9699,390000.0,
1314,530000.0,[185167.5625]
5718,1098000.0,[575980.25]
3940,433500.0,[282155.125]
20909,550000.0,
13774,610000.0,
3531,495800.0,[384692.8125]
12488,733000.0,
558,750000.0,[712090.6875]
14950,295000.0,
3148,781000.0,[238044.890625]
21470,249000.0,
8424,700000.0,
19493,370000.0,
2962,310000.0,[396319.125]
6972,707000.0,
4375,352800.0,[281172.0625]
7922,305000.0,
13420,275000.0,
19578,270950.0,
19669,299900.0,
18309,625000.0,
20847,475000.0,
13035,300000.0,
1254,258000.0,[254093.65625]
13216,579000.0,
2223,535000.0,[346525.6875]
4201,606000.0,[1013285.6875]
20963,230000.0,
480,378500.0,[470620.5]
12572,638000.0,
3567,299000.0,[681153.8125]
9182,400000.0,
14880,416100.0,
17527,465000.0,
16877,750000.0,
15156,169000.0,
20648,524225.0,
17131,315000.0,
16432,399950.0,
2632,250000.0,[227281.53125]
11629,472000.0,
13898,574000.0,
1670,635000.0,[548053.0]
17053,168000.0,
4715,300000.0,[496624.5625]
16265,847000.0,
15413,574950.0,
